User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion
500,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
501,27.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
502,27.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
503,27.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
504,27.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
505,27.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
506,27.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
507,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
508,27.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
509,27.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
510,27.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
511,27.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
512,27.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
513,27.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
514,27.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
515,27.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
516,27.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
517,27.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
518,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
519,27.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
520,27.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
521,27.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
522,27.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
523,27.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
524,27.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
525,27.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
526,27.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
527,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
528,27.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
529,27.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
530,27.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
531,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
532,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
533,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
534,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
535,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
536,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
537,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
538,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
539,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
540,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
541,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
542,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
543,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
544,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
545,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
546,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
547,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
548,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
549,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
550,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
551,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
552,27.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
553,27.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
554,27.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
555,27.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
556,27.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
557,27.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
558,27.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
559,27.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
560,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
561,27.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
562,27.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
563,27.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
564,27.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
565,27.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
566,27.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
567,27.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
568,27.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
569,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
570,27.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
571,27.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
572,27.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
573,27.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
574,27.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
575,27.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
576,27.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
577,27.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
578,27.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
579,27.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
580,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
581,27.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
582,27.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
583,27.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
584,27.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
585,27.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
586,27.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
587,27.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
588,27.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
589,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
590,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
591,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
592,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
593,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
594,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
595,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
596,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
597,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
598,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
599,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
600,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
601,27.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
602,27.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
603,27.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
604,27.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
605,27.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
606,27.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
607,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
608,27.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
609,27.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
610,27.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
611,27.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
612,27.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
613,27.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
614,27.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
615,27.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
616,27.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
617,27.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
618,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
619,27.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
620,27.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
621,27.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
622,27.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
623,27.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
624,27.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
625,27.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
626,27.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
627,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
628,27.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
629,27.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
630,27.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
631,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
632,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
633,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
634,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
635,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
636,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
637,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
638,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
639,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
640,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
641,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
642,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
643,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
644,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
645,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
646,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
647,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
648,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
649,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
650,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
651,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
652,27.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
653,27.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
654,27.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
655,27.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
656,27.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
657,27.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
658,27.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
659,27.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
660,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
661,27.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
662,27.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
663,27.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
664,27.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
665,27.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
666,27.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
667,27.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
668,27.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
669,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
670,27.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
671,27.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
672,27.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
673,27.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
674,27.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
675,27.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
676,27.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
677,27.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
678,27.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
679,27.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
680,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
681,27.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
682,27.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
683,27.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
684,27.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
685,27.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
686,27.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
687,27.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
688,27.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
689,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
690,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
691,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
692,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
693,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
694,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
695,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
696,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
697,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
698,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
699,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
700,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
701,27.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
702,27.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
703,27.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
704,27.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
705,27.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
706,27.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
707,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
708,27.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
709,27.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
710,27.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
711,27.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
712,27.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
713,27.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
714,27.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
715,27.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
716,27.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
717,27.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
718,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
719,27.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
720,27.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
721,27.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
722,27.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
723,27.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
724,27.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
725,27.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
726,27.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
727,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
728,27.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
729,27.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
730,27.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
731,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
732,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
733,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
734,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
735,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
736,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
737,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
738,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
739,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
740,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
741,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
742,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
743,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
744,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
745,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
746,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
747,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
