User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion
748,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
749,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
750,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
751,27.0,27,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
752,27.0,24,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
753,27.0,29,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
754,27.0,33,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
755,27.0,31,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
756,27.0,22,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
757,27.0,25,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
758,27.0,29,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
759,27.0,28,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
760,27.0,27,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
761,27.0,30,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
762,27.0,23,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
763,27.0,34,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
764,27.0,26,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
765,27.0,25,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
766,27.0,29,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
767,27.0,28,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
768,27.0,31,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
769,27.0,27,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
770,27.0,22,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
771,27.0,24,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
772,27.0,35,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
773,27.0,21,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
774,27.0,29,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
775,27.0,25,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
776,27.0,28,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
777,27.0,32,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
778,27.0,26,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
779,27.0,33,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
780,27.0,27,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
781,27.0,31,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
782,27.0,24,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
783,27.0,34,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
784,27.0,22,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
785,27.0,29,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
786,27.0,28,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
787,27.0,31,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
788,27.0,21,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
789,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
790,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
791,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
792,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
793,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
794,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
795,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
796,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
797,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
798,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
799,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
800,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
801,27.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
802,27.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
803,27.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
804,27.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
805,27.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
806,27.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
807,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
808,27.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
809,27.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
810,27.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
811,27.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
812,27.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
813,27.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
814,27.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
815,27.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
816,27.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
817,27.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
818,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
819,27.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
820,27.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
821,27.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
822,27.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
823,27.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
824,27.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
825,27.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
826,27.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
827,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
828,27.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
829,27.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
830,27.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
831,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
832,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
833,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
834,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
835,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
836,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
837,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
838,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
839,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
840,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
841,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
842,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
843,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
844,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
845,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
846,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
847,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
848,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
849,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
850,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
851,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
852,27.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
853,27.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
854,27.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
855,27.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
856,27.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
857,27.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
858,27.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
859,27.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
860,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
861,27.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
862,27.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
863,27.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
864,27.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
865,27.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
866,27.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
867,27.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
868,27.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
869,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
870,27.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
871,27.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
872,27.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
873,27.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
874,27.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
875,27.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
876,27.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
877,27.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
878,27.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
879,27.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
880,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
881,27.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
882,27.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
883,27.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
884,27.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
885,27.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
886,27.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
887,27.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
888,27.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
889,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
890,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
891,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
892,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
893,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
894,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
895,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
896,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
897,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
898,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
899,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
900,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
901,27.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
902,27.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
903,27.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
904,27.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
905,27.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
906,27.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
907,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
908,27.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
909,27.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
910,27.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
911,27.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
912,27.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
913,27.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
914,27.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
915,27.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
916,27.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
917,27.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
918,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
919,27.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
920,27.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
921,27.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
922,27.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
923,27.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
924,27.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
925,27.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
926,27.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
927,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
928,27.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
929,27.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
930,27.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
931,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
932,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
933,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
934,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
935,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
936,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
937,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
938,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
939,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
940,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
941,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
942,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
943,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
944,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
945,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
946,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
947,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
948,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
949,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
950,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
951,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
952,27.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
953,27.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
954,27.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
955,27.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
956,27.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
957,27.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
958,27.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
959,27.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
960,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
961,27.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
962,27.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
963,27.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
964,27.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
965,27.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
966,27.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
967,27.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
968,27.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
969,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
970,27.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
971,27.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
972,27.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
973,27.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
974,27.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
975,27.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
976,27.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
977,27.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
978,27.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
979,27.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
980,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
981,27.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
982,27.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
983,27.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
984,27.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
985,27.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
986,27.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
987,27.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
988,27.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
989,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
990,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
991,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
992,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
993,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
994,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
995,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
996,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
997,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
998,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
999,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
1000,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
