User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion,Emotion_Binary,Cluster
231,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,0,0
232,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness,0,1
233,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral,0,2
234,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,0,1
235,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety,0,0
236,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom,0,0
237,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,0,1
238,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger,0,2
239,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,0,2
240,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety,0,0
241,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness,0,0
242,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,0,1
243,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger,0,2
244,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral,0,0
245,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,0,0
246,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness,0,1
247,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,0,2
248,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety,0,0
249,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral,0,1
250,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,0,0
289,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,0,1
290,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety,0,0
291,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom,0,0
292,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,0,2
293,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral,0,2
294,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,0,0
295,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety,0,1
296,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom,0,2
297,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,0,0
298,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness,0,2
299,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger,0,0
300,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,0,2
301,27.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,0,2
302,27.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger,0,2
303,27.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral,0,0
304,27.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,0,1
305,27.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom,0,0
306,27.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness,0,1
307,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,0,2
308,27.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness,0,2
309,27.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,0,0
310,27.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness,0,1
311,27.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,0,2
312,27.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness,0,2
313,27.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom,0,0
314,27.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,0,1
315,27.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger,0,1
316,27.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral,0,0
317,27.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,0,2
318,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness,0,2
319,27.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral,0,0
320,27.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,0,1
321,27.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety,0,0
322,27.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,0,2
323,27.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom,0,0
324,27.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness,0,1
325,27.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,0,2
326,27.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral,0,0
327,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety,0,0
328,27.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,0,1
329,27.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger,0,2
330,27.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness,0,0
331,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,0,0
332,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness,0,1
333,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral,0,2
334,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,0,1
335,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety,0,0
336,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom,0,0
337,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,0,1
338,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger,0,2
339,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,0,2
340,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety,0,0
341,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness,0,0
342,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,0,1
343,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger,0,2
344,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral,0,0
345,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,0,0
346,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness,0,1
347,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,0,2
348,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety,0,0
349,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral,0,1
350,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,0,0
351,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness,0,1
352,27.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,0,2
353,27.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral,0,0
354,27.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,0,2
355,27.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety,0,0
356,27.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,0,0
357,27.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom,0,0
358,27.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness,0,0
359,27.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,0,2
360,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom,0,0
361,27.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,0,1
362,27.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger,0,0
363,27.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral,0,0
364,27.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,0,2
365,27.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness,0,2
366,27.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom,0,0
367,27.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness,0,1
368,27.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,0,0
369,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety,0,2
370,27.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness,0,0
371,27.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,0,2
372,27.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom,0,0
373,27.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral,0,0
374,27.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,0,0
375,27.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral,0,2
376,27.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety,0,2
377,27.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,0,1
378,27.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness,0,0
379,27.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety,0,0
380,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,0,2
381,27.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness,0,0
382,27.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness,0,2
383,27.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,0,2
384,27.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral,0,0
385,27.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom,0,0
386,27.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,0,2
387,27.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness,0,2
388,27.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral,0,0
389,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,0,1
390,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety,0,0
391,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom,0,0
392,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,0,2
393,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral,0,2
394,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,0,0
395,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety,0,1
396,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom,0,2
397,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,0,0
398,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness,0,2
399,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger,0,0
400,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,0,2
401,27.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,0,2
402,27.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger,0,2
403,27.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral,0,0
404,27.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,0,1
405,27.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom,0,0
406,27.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness,0,1
407,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,0,2
408,27.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness,0,2
409,27.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,0,0
410,27.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness,0,1
411,27.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,0,2
412,27.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness,0,2
413,27.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom,0,0
414,27.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,0,1
415,27.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger,0,1
416,27.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral,0,0
417,27.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,0,2
418,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness,0,2
419,27.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral,0,0
420,27.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,0,1
421,27.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety,0,0
422,27.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,0,2
423,27.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom,0,0
424,27.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness,0,1
425,27.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,0,2
426,27.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral,0,0
427,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety,0,0
428,27.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,0,1
429,27.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger,0,2
430,27.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness,0,0
431,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,0,0
432,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness,0,1
433,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral,0,2
434,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,0,1
435,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety,0,0
436,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom,0,0
437,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,0,1
438,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger,0,2
439,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,0,2
440,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety,0,0
441,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness,0,0
442,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,0,1
443,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger,0,2
444,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral,0,0
445,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,0,0
446,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness,0,1
447,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,0,2
448,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety,0,0
449,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral,0,1
450,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,0,0
451,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness,0,1
452,27.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,0,2
453,27.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral,0,0
454,27.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,0,2
455,27.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety,0,0
456,27.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,0,0
457,27.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom,0,0
458,27.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness,0,0
459,27.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,0,2
460,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom,0,0
461,27.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,0,1
462,27.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger,0,0
463,27.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral,0,0
464,27.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,0,2
465,27.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness,0,2
466,27.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom,0,0
467,27.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness,0,1
468,27.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,0,0
469,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety,0,2
470,27.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness,0,0
471,27.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,0,2
472,27.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom,0,0
473,27.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral,0,0
474,27.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,0,0
475,27.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral,0,2
476,27.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety,0,2
477,27.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,0,1
478,27.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness,0,0
479,27.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety,0,0
480,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,0,2
481,27.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness,0,0
482,27.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness,0,2
483,27.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,0,2
484,27.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral,0,0
485,27.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom,0,0
486,27.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,0,2
487,27.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness,0,2
488,27.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral,0,0
489,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,0,1
490,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety,0,0
491,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom,0,0
492,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,0,2
493,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral,0,2
494,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,0,0
495,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety,0,1
496,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom,0,2
497,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,0,0
498,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness,0,2
499,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger,0,0
