User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion,Emotion_Binary,Cluster
500,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,0,2
501,27.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,0,2
502,27.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger,0,2
503,27.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral,0,0
504,27.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,0,1
505,27.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom,0,0
506,27.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness,0,1
507,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,0,2
508,27.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness,0,2
509,27.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,0,0
510,27.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness,0,1
511,27.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,0,2
512,27.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness,0,2
513,27.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom,0,0
514,27.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,0,1
515,27.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger,0,1
516,27.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral,0,0
517,27.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,0,2
518,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness,0,2
519,27.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral,0,0
520,27.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,0,1
521,27.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety,0,0
522,27.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,0,2
523,27.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom,0,0
524,27.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness,0,1
525,27.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,0,2
526,27.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral,0,0
527,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety,0,0
528,27.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,0,1
529,27.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger,0,2
530,27.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness,0,0
531,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,0,0
532,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness,0,1
533,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral,0,2
534,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,0,1
535,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety,0,0
536,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom,0,0
537,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,0,1
538,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger,0,2
539,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,0,2
540,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety,0,0
541,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness,0,0
542,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,0,1
543,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger,0,2
544,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral,0,0
545,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,0,0
546,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness,0,1
547,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,0,2
548,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety,0,0
549,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral,0,1
550,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,0,0
551,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness,0,1
552,27.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,0,2
553,27.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral,0,0
554,27.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,0,2
555,27.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety,0,0
556,27.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,0,0
557,27.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom,0,0
558,27.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness,0,0
559,27.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,0,2
560,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom,0,0
561,27.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,0,1
562,27.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger,0,0
563,27.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral,0,0
564,27.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,0,2
565,27.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness,0,2
566,27.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom,0,0
567,27.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness,0,1
568,27.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,0,0
569,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety,0,2
570,27.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness,0,0
571,27.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,0,2
572,27.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom,0,0
573,27.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral,0,0
574,27.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,0,0
575,27.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral,0,2
576,27.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety,0,2
577,27.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,0,1
578,27.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness,0,0
579,27.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety,0,0
580,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,0,2
581,27.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness,0,0
582,27.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness,0,2
583,27.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,0,2
584,27.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral,0,0
585,27.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom,0,0
586,27.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,0,2
587,27.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness,0,2
588,27.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral,0,0
589,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,0,1
590,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety,0,0
591,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom,0,0
592,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,0,2
593,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral,0,2
594,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,0,0
595,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety,0,1
596,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom,0,2
597,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,0,0
598,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness,0,2
599,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger,0,0
600,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,0,2
601,27.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,0,2
602,27.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger,0,2
603,27.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral,0,0
604,27.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,0,1
605,27.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom,0,0
606,27.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness,0,1
607,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,0,2
608,27.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness,0,2
609,27.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,0,0
610,27.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness,0,1
611,27.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,0,2
612,27.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness,0,2
613,27.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom,0,0
614,27.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,0,1
615,27.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger,0,1
616,27.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral,0,0
617,27.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,0,2
618,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness,0,2
619,27.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral,0,0
620,27.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,0,1
621,27.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety,0,0
622,27.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,0,2
623,27.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom,0,0
624,27.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness,0,1
625,27.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,0,2
626,27.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral,0,0
627,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety,0,0
628,27.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,0,1
629,27.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger,0,2
630,27.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness,0,0
631,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,0,0
632,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness,0,1
633,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral,0,2
634,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,0,1
635,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety,0,0
636,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom,0,0
637,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,0,1
638,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger,0,2
639,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,0,2
640,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety,0,0
641,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness,0,0
642,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,0,1
643,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger,0,2
644,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral,0,0
645,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,0,0
646,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness,0,1
647,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,0,2
648,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety,0,0
649,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral,0,1
650,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,0,0
651,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness,0,1
652,27.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,0,2
653,27.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral,0,0
654,27.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,0,2
655,27.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety,0,0
656,27.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,0,0
657,27.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom,0,0
658,27.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness,0,0
659,27.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,0,2
660,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom,0,0
661,27.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,0,1
662,27.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger,0,0
663,27.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral,0,0
664,27.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,0,2
665,27.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness,0,2
666,27.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom,0,0
667,27.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness,0,1
668,27.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,0,0
669,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety,0,2
670,27.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness,0,0
671,27.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,0,2
672,27.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom,0,0
673,27.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral,0,0
674,27.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,0,0
675,27.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral,0,2
676,27.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety,0,2
677,27.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,0,1
678,27.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness,0,0
679,27.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety,0,0
680,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,0,2
681,27.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness,0,0
682,27.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness,0,2
683,27.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,0,2
684,27.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral,0,0
685,27.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom,0,0
686,27.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,0,2
687,27.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness,0,2
688,27.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral,0,0
689,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,0,1
690,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety,0,0
691,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom,0,0
692,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,0,2
693,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral,0,2
694,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,0,0
695,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety,0,1
696,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom,0,2
697,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,0,0
698,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness,0,2
699,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger,0,0
700,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,0,2
701,27.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,0,2
702,27.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger,0,2
703,27.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral,0,0
704,27.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,0,1
705,27.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom,0,0
706,27.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness,0,1
707,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,0,2
708,27.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness,0,2
709,27.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,0,0
710,27.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness,0,1
711,27.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,0,2
712,27.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness,0,2
713,27.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom,0,0
714,27.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,0,1
715,27.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger,0,1
716,27.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral,0,0
717,27.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,0,2
718,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness,0,2
719,27.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral,0,0
720,27.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,0,1
721,27.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety,0,0
722,27.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,0,2
723,27.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom,0,0
724,27.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness,0,1
725,27.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,0,2
726,27.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral,0,0
727,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety,0,0
728,27.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,0,1
729,27.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger,0,2
730,27.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness,0,0
