User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion,Emotion_Binary,Cluster
731,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,0,0
732,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness,0,1
733,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral,0,2
734,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,0,1
735,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety,0,0
736,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom,0,0
737,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,0,1
738,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger,0,2
739,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,0,2
740,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety,0,0
741,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness,0,0
742,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,0,1
743,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger,0,2
744,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral,0,0
745,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,0,0
746,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness,0,1
747,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,0,2
748,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety,0,0
749,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral,0,1
750,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,0,0
789,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,0,1
790,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety,0,0
791,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom,0,0
792,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,0,2
793,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral,0,2
794,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,0,0
795,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety,0,1
796,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom,0,2
797,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,0,0
798,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness,0,2
799,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger,0,0
800,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,0,2
801,27.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,0,2
802,27.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger,0,2
803,27.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral,0,0
804,27.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,0,1
805,27.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom,0,0
806,27.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness,0,1
807,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,0,2
808,27.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness,0,2
809,27.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,0,0
810,27.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness,0,1
811,27.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,0,2
812,27.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness,0,2
813,27.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom,0,0
814,27.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,0,1
815,27.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger,0,1
816,27.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral,0,0
817,27.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,0,2
818,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness,0,2
819,27.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral,0,0
820,27.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,0,1
821,27.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety,0,0
822,27.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,0,2
823,27.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom,0,0
824,27.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness,0,1
825,27.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,0,2
826,27.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral,0,0
827,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety,0,0
828,27.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,0,1
829,27.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger,0,2
830,27.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness,0,0
831,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,0,0
832,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness,0,1
833,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral,0,2
834,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,0,1
835,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety,0,0
836,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom,0,0
837,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,0,1
838,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger,0,2
839,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,0,2
840,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety,0,0
841,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness,0,0
842,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,0,1
843,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger,0,2
844,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral,0,0
845,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,0,0
846,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness,0,1
847,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,0,2
848,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety,0,0
849,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral,0,1
850,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,0,0
851,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness,0,1
852,27.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,0,2
853,27.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral,0,0
854,27.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,0,2
855,27.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety,0,0
856,27.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,0,0
857,27.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom,0,0
858,27.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness,0,0
859,27.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,0,2
860,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom,0,0
861,27.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,0,1
862,27.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger,0,0
863,27.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral,0,0
864,27.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,0,2
865,27.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness,0,2
866,27.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom,0,0
867,27.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness,0,1
868,27.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,0,0
869,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety,0,2
870,27.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness,0,0
871,27.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,0,2
872,27.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom,0,0
873,27.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral,0,0
874,27.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,0,0
875,27.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral,0,2
876,27.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety,0,2
877,27.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,0,1
878,27.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness,0,0
879,27.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety,0,0
880,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,0,2
881,27.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness,0,0
882,27.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness,0,2
883,27.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,0,2
884,27.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral,0,0
885,27.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom,0,0
886,27.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,0,2
887,27.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness,0,2
888,27.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral,0,0
889,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,0,1
890,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety,0,0
891,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom,0,0
892,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,0,2
893,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral,0,2
894,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,0,0
895,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety,0,1
896,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom,0,2
897,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,0,0
898,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness,0,2
899,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger,0,0
900,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,0,2
901,27.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,0,2
902,27.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger,0,2
903,27.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral,0,0
904,27.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,0,1
905,27.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom,0,0
906,27.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness,0,1
907,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,0,2
908,27.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness,0,2
909,27.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,0,0
910,27.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness,0,1
911,27.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,0,2
912,27.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness,0,2
913,27.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom,0,0
914,27.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,0,1
915,27.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger,0,1
916,27.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral,0,0
917,27.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,0,2
918,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness,0,2
919,27.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral,0,0
920,27.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,0,1
921,27.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety,0,0
922,27.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,0,2
923,27.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom,0,0
924,27.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness,0,1
925,27.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,0,2
926,27.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral,0,0
927,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety,0,0
928,27.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,0,1
929,27.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger,0,2
930,27.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness,0,0
931,27.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,0,0
932,27.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness,0,1
933,27.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral,0,2
934,27.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,0,1
935,27.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety,0,0
936,27.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom,0,0
937,27.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,0,1
938,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger,0,2
939,27.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,0,2
940,27.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety,0,0
941,27.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness,0,0
942,27.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,0,1
943,27.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger,0,2
944,27.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral,0,0
945,27.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,0,0
946,27.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness,0,1
947,27.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,0,2
948,27.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety,0,0
949,27.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral,0,1
950,27.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,0,0
951,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness,0,1
952,27.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,0,2
953,27.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral,0,0
954,27.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,0,2
955,27.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety,0,0
956,27.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,0,0
957,27.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom,0,0
958,27.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness,0,0
959,27.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,0,2
960,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom,0,0
961,27.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,0,1
962,27.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger,0,0
963,27.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral,0,0
964,27.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,0,2
965,27.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness,0,2
966,27.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom,0,0
967,27.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness,0,1
968,27.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,0,0
969,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety,0,2
970,27.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness,0,0
971,27.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,0,2
972,27.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom,0,0
973,27.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral,0,0
974,27.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,0,0
975,27.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral,0,2
976,27.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety,0,2
977,27.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,0,1
978,27.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness,0,0
979,27.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety,0,0
980,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,0,2
981,27.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness,0,0
982,27.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness,0,2
983,27.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,0,2
984,27.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral,0,0
985,27.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom,0,0
986,27.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,0,2
987,27.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness,0,2
988,27.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral,0,0
989,27.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,0,1
990,27.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety,0,0
991,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom,0,0
992,27.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,0,2
993,27.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral,0,2
994,27.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,0,0
995,27.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety,0,1
996,27.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom,0,2
997,27.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,0,0
998,27.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness,0,2
999,27.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger,0,0
1000,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,0,2
